index,city,is_within_two_years,num_rating,rating_location,rating_service,rating_facility,POI_firm,POI_school,POI_travel,room,price
27,C2,0,498,4.26399858504251,4.62809917358722,4.42989842686403,101,239,247,business,1132.0
28,C2,0,437,4.2584447906832,4.4224131291027,4.49787563703503,243,119,180,standard,646.0
29,C1,0,507,4.44351359163736,4.61497254524742,4.59118470497668,4,173,47,business,649.0
30,C3,1,51,4.25463597195899,4.47940356191149,4.39044621728667,152,52,244,standard,942.0
31,C3,0,411,4.30217027253568,4.48740581636879,4.80553796112335,91,159,167,luxury,1407.0
32,C3,0,506,4.39502736986595,4.48191015093469,4.56722641222275,202,51,68,standard,510.0
33,C3,0,506,4.24175147721258,4.57252840269946,4.28427136346545,188,121,32,standard,443.0
34,C2,0,510,4.1600273509927,4.62190855549804,4.59581755047527,243,179,129,business,1064.0
35,C1,1,551,4.59740116712145,4.40354505131833,4.54918982237992,63,121,182,standard,592.0
36,C3,0,348,4.43150695706184,4.49993073312701,4.40939874202988,78,212,71,standard,555.0
37,C1,0,496,4.20227411821055,4.51285473996701,4.52088643910848,62,114,116,luxury,1314.0
38,C1,0,242,4.45517874852994,4.5109214082195,4.34487455086811,137,82,3,luxury,1109.0
39,C2,0,11,4.30660304668981,4.49457732051783,4.44685372208602,54,45,171,business,1190.0
40,C1,0,527,4.3947038024795,4.56426458867181,4.42650704470036,121,98,171,business,568.0
41,C1,0,162,4.33109531716758,4.58359704360722,4.60174668985006,211,83,44,luxury,1327.0
42,C1,0,53,4.43658564457173,4.45726928894123,4.56962602342079,114,112,141,business,706.0
43,C2,0,116,4.18013092936427,4.71986316403717,4.20134703691881,119,2,226,luxury,1622.0
44,C3,0,418,4.11672501056879,4.68271459639652,4.46347484788951,69,108,55,luxury,1304.0
45,C2,0,432,4.42497733196226,4.43201850037418,4.20504395166777,66,61,53,business,956.0
46,C1,0,388,4.47567012511055,4.46165088317514,4.34901087303113,241,168,184,luxury,1454.0
47,C2,0,411,4.34651848161485,4.54761134379794,4.58418611307984,134,19,99,luxury,1803.0
48,C2,1,93,4.425505773274,4.62265223924723,4.18741698839814,82,220,164,luxury,1712.0
49,C2,1,351,4.24688740904974,4.26967445975908,4.51799175596186,190,152,209,business,1357.0
50,C1,0,597,4.43193756275948,4.53576648547529,4.29622838812017,17,25,208,luxury,1298.0
51,C2,0,566,4.25254458285952,4.50685325494504,4.44493296638256,61,16,181,luxury,1700.0
52,C1,0,424,4.34537491733674,4.5699027872562,4.51613269849072,235,254,206,luxury,1283.0
53,C2,0,88,4.267476442255,4.79290335386427,4.4367661120192,181,163,157,business,1139.0
54,C3,0,25,4.26847203084919,4.58384028443843,4.59236409235223,126,180,228,business,855.0
55,C2,0,122,4.31733983808122,4.48777005581735,4.34229167991077,182,179,66,luxury,1716.0
56,C1,0,52,4.28316849479484,4.58229577717936,4.46730904949271,126,129,179,luxury,1277.0
57,C2,1,64,4.40236928547583,4.34011807484813,4.37470386227937,77,49,103,luxury,1776.0
58,C2,0,253,4.35538014734022,4.50989981873007,4.38887233032614,187,72,180,business,1123.0
59,C2,0,348,4.35331382286393,4.39990190685456,4.26008792021127,85,216,157,luxury,1619.0
60,C2,0,248,4.35158205456194,4.55494971296959,4.6324898141414,213,200,3,luxury,1676.0
61,C2,0,206,4.38882530445106,4.6733866388633,4.31432163970476,239,77,107,luxury,1644.0
62,C3,0,141,4.26331647816434,4.75737554009758,4.26576414198935,54,115,48,business,753.0
63,C2,0,108,4.34230352342195,4.5307856148935,4.20828274925728,144,197,35,standard,565.0
64,C2,0,324,4.43689432880468,4.52361664603402,4.75671897867352,141,119,159,luxury,1648.0
65,C1,1,153,4.51373783943484,4.62668996793478,4.34539789457461,174,115,148,luxury,1501.0
66,C2,0,110,4.21173461527023,4.57436885058225,4.54563030527869,85,3,64,standard,859.0
67,C1,0,401,4.39391466563671,4.4710642072781,4.53321159621643,117,154,229,business,804.0
68,C2,0,505,4.22346835767019,4.63717535536621,4.31499213229599,190,109,240,standard,1056.0
69,C1,0,264,4.27243578362272,4.55041049333849,4.49029781976481,166,167,120,luxury,1168.0
70,C2,0,425,4.48338220402607,4.42673808586173,4.5029847472326,115,156,162,luxury,1711.0
71,C1,1,534,4.26508907935856,4.37228611184908,4.2827793998462,46,63,64,standard,539.0
72,C3,0,84,4.30713978077619,4.51947516893554,4.45010069582852,128,251,165,business,864.0
73,C2,0,230,4.27340877901259,4.42648453265076,4.42062957823085,12,57,186,luxury,1553.0
74,C2,1,541,4.40686454961705,4.64790974954035,4.60174329852149,196,167,143,business,1173.0
75,C2,1,436,4.40176015505733,4.57476253602285,4.41349422064848,253,153,242,standard,1108.0
76,C2,0,156,4.29732652483071,4.64389918728522,4.53706540386646,202,165,2,luxury,1434.0
77,C3,0,442,4.3882939146833,4.47091425991525,4.50692991883521,73,16,251,business,844.0
78,C2,0,512,4.42049230883355,4.58778667385451,4.699221661503,163,203,214,business,1112.0
79,C1,0,271,4.18401342257487,4.47859422376694,4.52032021709134,104,200,13,luxury,1098.0
80,C1,0,122,4.42476710129591,4.57616796485776,4.60191221925398,249,127,152,business,563.0
81,C2,0,460,4.23124953254367,4.46139915407983,4.22527172036066,232,39,249,luxury,1632.0
82,C1,1,76,4.52688383096616,4.47086664802833,4.47057900976596,77,188,102,luxury,1433.0
83,C1,0,493,4.28441439676859,4.64794508921598,4.29730124956171,40,177,72,standard,366.0
84,C2,0,136,4.32612180842256,4.48489826224094,4.41090508535516,41,193,171,luxury,1842.0
85,C2,0,388,4.33284527076909,4.62098159235969,4.66681795525827,94,190,233,luxury,1736.0
86,C2,0,376,4.49865702895852,4.56489303147842,4.48452416404872,227,193,173,standard,685.0
87,C2,0,489,4.38437558477741,4.35788514553571,4.68780006886405,60,235,38,luxury,1637.0
88,C2,0,355,4.3352055662175,4.48319684886442,4.46987330458304,54,106,136,luxury,1716.0
89,C2,0,576,4.36086862593996,4.35941655140309,4.48161421880856,248,59,3,luxury,1540.0
90,C2,0,172,4.40410469094781,4.4652250499507,4.42519267678821,171,71,133,luxury,1298.0
91,C2,0,545,4.39791946259103,4.42284286172445,4.33049026620022,171,156,141,luxury,1544.0
92,C1,0,225,4.32247100829948,4.51340772980001,4.37968589722435,176,110,246,business,613.0
93,C1,0,183,4.52518456797949,4.5094615742442,4.325526701007,109,37,110,luxury,1292.0
94,C3,0,440,4.41860981594575,4.49187008475372,4.29194050888643,62,236,175,standard,714.0
95,C1,0,286,4.47849125202311,4.66314401079604,4.52219943364379,22,219,125,luxury,1266.0
96,C2,0,55,4.33275682954313,4.49139871539314,4.35360236454328,217,5,216,standard,749.0
97,C3,0,249,4.40874318237059,4.57214303873652,4.28535282914254,148,151,206,luxury,1362.0
98,C2,0,447,4.42048227236319,4.60690840129289,4.44505845725716,128,65,205,standard,864.0
99,C3,0,37,4.34797565127344,4.42192773321267,4.3471939852644,248,89,58,business,736.0
100,C1,0,577,4.35741419103498,4.70271476165157,4.31345519244904,45,173,121,business,622.0
101,C2,0,98,4.44435246379194,4.5814763727674,4.63559607326459,62,200,79,business,897.0
102,C1,1,67,4.13499680822907,4.58563267456354,4.46431616887779,10,105,36,business,763.0
103,C3,1,309,4.34361383820571,4.5846871943383,4.50809261368204,92,253,38,business,848.0
104,C1,0,419,4.33177022660016,4.58023725603909,4.52321370646675,116,244,154,business,597.0
105,C2,0,413,4.42439231673101,4.6299787111881,4.4743133093744,61,149,146,luxury,1606.0
106,C2,1,474,4.34219989585998,4.28916258745337,4.32609857931015,56,139,131,luxury,1629.0
107,C2,0,288,4.23152820125114,4.60221303229302,4.4193758474531,237,119,4,standard,815.0
108,C2,0,393,4.23630972229671,4.67599957826163,4.38609069807467,228,105,196,luxury,1538.0
109,C1,1,42,4.47587680301946,4.54778574042425,4.42674530711582,254,233,102,luxury,1541.0
110,C1,0,421,4.14897742422144,4.54427698999176,4.55239182013862,133,216,192,business,623.0
111,C1,0,209,4.39409978904328,4.54853553758242,4.5220513740292,79,241,138,business,589.0
112,C2,0,80,4.34842454811463,4.54100605682704,4.51350361446899,189,151,45,luxury,1594.0
113,C1,0,568,4.38460533071836,4.48727996314432,4.70506709238182,236,52,4,standard,322.0
114,C2,0,193,4.5429949645486,4.44827078182256,4.58582610226422,28,15,45,standard,655.0
115,C2,0,338,4.41451227316843,4.47189185217869,4.2065761431051,223,157,115,business,1017.0
116,C1,0,258,4.30496144100946,4.47959541158561,4.44816100105969,2,95,179,business,581.0
117,C2,0,447,4.62828752124212,4.64157597555195,4.64409772689935,84,30,214,business,1318.0
118,C1,1,205,4.35579058613274,4.57869282995327,4.40613142827507,62,57,177,luxury,1657.0
119,C1,0,193,4.31750933331372,4.58140022752605,4.63799190413565,220,29,43,standard,351.0
120,C2,0,136,4.44089865915348,4.50999469667751,4.40042595440135,200,120,178,business,1229.0
121,C3,0,80,4.37205566801036,4.63375895959581,4.54525857658579,43,56,205,luxury,1476.0
122,C1,1,20,4.40588443651663,4.48881510342944,4.2755850800478,214,119,209,luxury,1439.0
123,C1,0,427,4.50497239862586,4.54310958888789,4.39999469050178,205,43,27,luxury,1138.0
124,C2,0,446,4.494909260553,4.67406987756305,4.52814226075703,112,13,199,luxury,1784.0
125,C2,0,113,4.31857715268705,4.4935720285937,4.4149742817721,48,233,192,business,1059.0
126,C2,1,232,4.27317705586273,4.53072221369363,4.7916414484968,40,152,207,luxury,1801.0
127,C2,0,547,4.47067312205635,4.51581736966948,4.52777271756128,108,128,189,business,1074.0
128,C2,0,252,4.46408958154105,4.53700506674196,4.4045554632631,225,79,86,standard,569.0
129,C1,1,486,4.10150954977324,4.58062228590447,4.35275424206785,141,30,42,luxury,1268.0
130,C2,0,140,4.29569001700571,4.66024150850768,4.38134344848963,133,134,81,standard,644.0
131,C2,0,497,4.23526618772864,4.59949270796989,4.63861758454246,227,99,155,standard,813.0
132,C3,0,261,4.27638457469933,4.50983487238458,4.62857775772745,161,194,242,business,927.0
133,C2,1,243,4.37925726209283,4.67847985301946,4.30473285129876,11,43,186,standard,1139.0
134,C2,0,116,4.61882110544015,4.45884533852026,4.53374737079153,205,25,245,standard,899.0
135,C1,0,541,4.42710753670813,4.60242397794999,4.32288594552224,82,104,15,business,606.0
136,C2,0,565,4.35447645458081,4.68181601263227,4.55830540388027,15,25,81,luxury,1608.0
137,C2,1,219,4.33885549155822,4.50732231429267,4.47713699034521,155,189,230,standard,1054.0
138,C2,0,130,4.24667753608905,4.43134203939421,4.27496674393404,61,140,253,business,1064.0
139,C2,0,425,4.4703819959652,4.37982355437341,4.43748465257208,199,76,156,standard,841.0
140,C3,0,297,4.34325136731208,4.49860206802195,4.54478945265165,106,192,29,luxury,1555.0
141,C2,0,40,4.28675083189314,4.64506104908245,4.53312495524073,235,61,84,standard,865.0
142,C3,0,192,4.38762539279673,4.60430420195919,4.52029624070081,150,251,14,luxury,1447.0
143,C1,0,215,4.34922224725879,4.36907907270706,4.50095640151147,120,164,204,luxury,1440.0
144,C1,0,594,4.48253453895931,4.67597052172328,4.55211836085979,95,184,233,business,934.0
145,C1,0,520,4.23191738700392,4.5710314645455,4.77987015721673,218,176,8,business,410.0
146,C2,0,90,4.26373804841253,4.62541231318065,4.76113490386572,180,25,73,luxury,1833.0
147,C1,1,203,4.35888853823581,4.48075630690169,4.43194686701614,28,15,40,business,874.0
148,C2,1,154,4.26437302249828,4.59932372441781,4.47738880821852,67,191,158,business,1253.0
149,C1,1,364,4.41307529049159,4.63739888640543,4.28204724009026,2,204,191,business,951.0
150,C3,1,579,4.29274125218444,4.60385181036937,4.6430372226389,226,247,190,luxury,1671.0
151,C3,0,547,4.28686897271146,4.62027425443654,4.25302920667377,252,80,228,standard,652.0
152,C2,0,259,4.55530132867723,4.66740251037183,4.36648187153446,176,72,120,business,1053.0
153,C2,0,461,4.38331862079038,4.57699940506821,4.44300921672416,106,16,141,business,1067.0
154,C2,0,538,4.54631343351104,4.53604366956121,4.50566656707561,204,216,61,luxury,1518.0
155,C2,1,82,4.5087129850272,4.69667328570827,4.49472776828572,96,92,221,standard,1080.0
156,C1,0,389,4.19153783006233,4.61554875742453,4.61847487768973,218,235,102,standard,208.0
157,C1,1,470,4.3307878687035,4.56320924117724,4.32845467544744,59,10,163,standard,731.0
158,C2,0,22,4.32255488338659,4.57553573585368,4.46496878183282,180,49,213,business,1098.0
159,C3,0,361,4.33710533030368,4.38018382006576,4.7008483631441,118,230,203,business,867.0
160,C2,0,280,4.5269594582697,4.43360375746578,4.37882064769155,79,18,59,luxury,1632.0
161,C2,0,451,4.30875998222154,4.35421889221223,4.45903142870819,82,207,75,business,941.0
162,C2,0,97,4.41354831162427,4.63323285844728,4.3663890579934,210,179,131,business,1030.0
163,C3,1,394,4.26447533869544,4.43948290565793,4.75763980372233,223,211,158,luxury,1715.0
164,C2,0,508,4.24911779801563,4.53750562616514,4.35803558503969,153,212,225,business,1078.0
165,C3,0,365,4.33432052914028,4.63051126747401,4.39807835191056,240,251,142,luxury,1293.0
166,C1,0,475,4.34369560346255,4.51649720750445,4.37027055629212,87,44,219,business,762.0
167,C2,1,572,4.38914051446946,4.59496800796584,4.4685329308147,78,95,247,luxury,1997.0
168,C1,1,479,4.21582648654235,4.58636909795278,4.48711721234394,156,26,161,luxury,1376.0
169,C1,0,174,4.41700140180368,4.4355232699839,4.52955610722497,70,73,57,luxury,1163.0
170,C2,0,564,4.24982595658776,4.56721052701026,4.31683180006563,69,126,18,luxury,1535.0
171,C1,0,413,4.21781623022912,4.48586356566131,4.42932748685292,206,67,184,luxury,1365.0
172,C2,0,467,4.44663621327537,4.57656895274765,4.44685995700483,227,218,251,luxury,1729.0
173,C2,0,338,4.12695346396101,4.69796971432788,4.41556980986772,80,32,28,business,861.0
174,C2,0,151,4.37271795793971,4.71353563455064,4.53384532631437,235,170,77,business,1048.0
175,C1,0,400,4.56630815012427,4.49389457546198,4.3647319697994,251,38,90,luxury,1301.0
176,C1,0,271,4.28635559283406,4.63884494686289,4.56382042578962,92,4,21,business,644.0
177,C2,0,64,4.3754161965074,4.388250447664,4.28361617342101,57,187,58,standard,903.0
178,C1,0,208,4.25977546737889,4.51400847315189,4.51716980915345,40,126,48,luxury,1134.0
179,C2,0,564,4.39570348949464,4.4857684102963,4.42121397830666,7,26,26,luxury,1535.0
180,C2,0,255,4.35247118271115,4.79222453587304,4.27372176940926,171,149,218,standard,765.0
181,C2,0,587,4.32994609289269,4.52429300569131,4.23021275417046,72,216,179,standard,726.0
182,C2,1,24,4.25898407219311,4.48755890812317,4.32436965139232,199,1,9,business,1153.0
183,C2,0,256,4.36076962725631,4.4230198493518,4.3474312624131,23,188,176,luxury,1645.0
184,C3,0,49,4.32981321298357,4.54599649720691,4.47629348176366,59,164,77,business,716.0
185,C1,0,183,4.36563724518228,4.5028119795943,4.32177609436639,112,76,97,standard,346.0
186,C3,0,118,4.26015318436916,4.48055674662841,4.35617749768654,151,213,3,business,721.0
187,C2,0,342,4.26017336523141,4.56162446629601,4.55291778750855,200,213,237,business,1166.0
188,C2,0,208,4.55091833033212,4.54601373728144,4.36015624778381,199,121,218,luxury,1677.0
189,C3,0,480,4.47035345365439,4.53788824953159,4.38165945607076,219,172,175,business,814.0
190,C2,0,7,4.46006723898374,4.40881705809232,4.48210473517915,206,151,38,standard,710.0
191,C1,0,261,4.46617851781567,4.53656307763266,4.34831304707374,26,53,155,luxury,1226.0
192,C2,1,480,4.53244975247087,4.53048417706143,4.58640380810309,152,15,125,standard,1025.0
193,C2,0,385,4.53957528428421,4.45300005452469,4.51044540085176,251,139,36,business,971.0
194,C1,0,304,4.3553370337891,4.52863301393863,4.4125620509818,84,209,157,business,742.0
195,C1,0,339,4.23076365110134,4.40291451920947,4.35449170728378,146,167,30,standard,384.0
196,C2,0,533,4.30667713347779,4.55044015851143,4.50490150273941,23,142,145,standard,896.0
197,C2,1,589,4.33839173570816,4.45361750571311,4.51186642308342,176,191,104,luxury,1730.0
198,C3,0,290,4.32008099136023,4.52815018162755,4.44926200677195,76,163,92,luxury,1305.0
199,C2,0,56,4.50164997470393,4.55118848473377,4.44436520815607,246,17,49,business,1156.0
200,C2,0,193,4.48408939189394,4.36853962259317,4.40088232342012,162,21,7,luxury,1492.0
201,C3,0,58,4.34533514918566,4.6419215917109,4.5475748526798,33,34,107,luxury,1493.0
202,C3,1,443,4.42420284337352,4.38917875853477,4.35298528905917,213,116,18,luxury,1428.0
203,C2,0,392,4.32255515945313,4.62888121526135,4.59430563562181,71,85,175,luxury,1539.0
204,C3,0,24,4.16761348902098,4.41347453789765,4.70136647154526,122,67,134,business,620.0
205,C1,0,14,4.47761302886361,4.60996634605543,4.23044030237217,249,150,248,business,665.0
206,C3,0,508,4.3386082103916,4.65658640235997,4.57646750083885,229,46,42,luxury,1464.0
207,C2,0,525,4.21280961712252,4.61975600811281,4.45688285596862,192,166,55,luxury,1520.0
208,C2,0,84,4.48868728154651,4.56257923176963,4.38775099397689,21,29,142,business,1065.0
209,C3,0,459,4.24115059001601,4.49590931992859,4.1624859238601,31,7,141,business,864.0
210,C1,0,391,4.29332048546584,4.43408189536094,4.54812769501055,143,189,73,luxury,1171.0
211,C2,0,428,4.13587416944271,4.22874414839876,4.48183334089271,202,47,129,luxury,1589.0
212,C3,0,148,4.42436521223345,4.48445611504522,4.292191041903,11,235,228,luxury,1463.0
213,C2,0,589,4.28539650407466,4.60722127148767,4.56697340546218,224,26,173,standard,832.0
214,C2,0,124,4.39076051750617,4.52117872154852,4.34862214473679,59,103,10,standard,670.0
215,C2,0,221,4.27269676145783,4.39041464734998,4.53051755963783,32,83,134,business,1141.0
216,C1,0,524,4.45741581024176,4.60828006935893,4.66464654043353,50,6,83,luxury,1288.0
217,C2,0,584,4.39706391499769,4.43757769453157,4.44700385323418,155,139,37,luxury,1508.0
218,C1,0,334,4.38869638678997,4.37466719914789,4.75864356055661,177,3,198,luxury,1396.0
219,C2,0,337,4.39815816483228,4.40910558566478,4.67291383121027,146,174,65,standard,647.0
220,C3,0,354,4.42686576115686,4.65340310817555,4.59801107809076,37,21,86,luxury,1590.0
221,C3,0,55,4.2037728616288,4.58697060396501,4.31177502877413,144,220,238,luxury,1420.0
222,C2,1,321,4.24413211608214,4.50675773358833,4.53591881732119,207,20,217,luxury,1789.0
223,C3,0,32,4.59394408594967,4.36056796817037,4.42245626537161,95,91,223,business,961.0
224,C3,0,155,4.40443122366042,4.48486712028057,4.57531698685408,8,184,183,business,867.0
225,C2,0,148,4.43729741501047,4.61430541606053,4.64742486713168,145,110,65,business,917.0
226,C2,1,96,4.45145201437269,4.37595613515722,4.50749540871814,101,231,56,business,1285.0
227,C3,0,218,4.50801545925094,4.4729522478897,4.53199828450441,242,226,232,standard,749.0
228,C2,0,400,4.41034951788426,4.56546813514302,4.51426565626435,33,48,91,standard,947.0
229,C1,0,305,4.5185524016159,4.39731631198092,4.50642942639024,87,161,55,business,594.0
230,C1,1,115,4.39082535653957,4.52846678191703,4.92941324639076,218,224,174,luxury,1257.0
231,C3,0,217,4.15496499800083,4.33471391898462,4.46185602463916,237,99,172,business,793.0
232,C1,0,489,4.39759024450514,4.52198873043881,4.40036663606914,24,99,151,luxury,1286.0
233,C2,0,155,4.31751704411561,4.57545838881324,4.5670696654118,114,132,26,standard,524.0
234,C2,1,253,4.35752356292358,4.40611441926857,4.23731015710696,134,118,100,standard,1036.0
235,C1,0,574,4.42939292815892,4.25675376116608,4.41706301104751,50,154,190,business,669.0
236,C2,0,32,4.27691919322011,4.59897559449926,4.41097257232896,17,62,144,business,1042.0
237,C1,1,262,4.39834517701026,4.44674037953125,4.53216551197528,97,98,89,standard,558.0
238,C1,1,429,4.40010071640326,4.69597960599428,4.36651675974594,172,177,234,luxury,1650.0
239,C3,0,549,4.52476031403539,4.61152998035644,4.31082403546491,233,65,246,business,977.0
240,C3,0,151,4.36444372006414,4.61583224628179,4.5478581099113,50,138,52,standard,441.0
241,C1,1,344,4.45704683740547,4.52402363490394,4.585457992303,195,84,65,standard,423.0
242,C2,0,427,4.3736703686406,4.51752488738392,4.2886046016993,158,44,19,business,1126.0
243,C2,0,139,4.48559161131241,4.58740863180385,4.40779149877555,50,25,95,luxury,1600.0
244,C1,1,322,4.4437226663883,4.59179114359804,4.41311539012236,62,148,39,business,728.0
245,C2,0,405,4.54552250453998,4.58911809751304,4.36259063758566,37,14,233,standard,860.0
246,C3,0,175,4.35364112718343,4.50437392926805,4.64775083187745,83,207,117,luxury,1443.0
247,C1,0,512,4.28332800451349,4.52495227094067,4.29931999485817,11,157,155,luxury,1267.0
248,C2,0,365,4.4885542065586,4.52309684303532,4.44439808003368,195,107,26,business,798.0
249,C1,0,367,4.53070301166358,4.3895802999959,4.40598812106613,62,121,19,standard,244.0
250,C2,1,84,4.56666398353538,4.5225439452238,4.29239531513933,79,37,11,luxury,1684.0
251,C2,0,565,4.4399480384414,4.61619701712673,4.64865438238236,212,166,197,luxury,1794.0
252,C1,1,212,4.26682089028417,4.42223325268019,4.44093246293157,5,253,125,luxury,1303.0
253,C3,0,33,4.39786424764428,4.52305351113168,4.55149889678563,63,172,244,luxury,1530.0
254,C1,0,319,4.46437914356828,4.65075213246954,4.4963441662581,126,35,167,business,669.0
255,C2,0,465,4.31881269072211,4.58313456567851,4.40344647181354,96,39,108,business,927.0
256,C2,0,310,4.24100400346668,4.46506552745084,4.26568980197378,156,250,193,business,1012.0
257,C2,0,255,4.39389042420926,4.48499538809625,4.52041659474337,69,237,92,business,1032.0
258,C1,1,430,4.3803709793592,4.51210393877923,4.41967254443276,135,78,99,luxury,1339.0
259,C2,0,196,4.31645371712655,4.71154445899071,4.55718274187399,74,203,91,luxury,1608.0
260,C2,0,125,4.35828458012793,4.55310310674826,4.38981856556717,52,18,186,luxury,1711.0
261,C2,0,447,4.38209691928828,4.60549347487957,4.37776517456895,26,25,47,luxury,1606.0
262,C2,0,141,4.30505264914422,4.42938667218861,4.63234996186183,193,60,27,luxury,1400.0
263,C3,0,209,4.30421368696662,4.75799261149259,4.23903470549896,243,34,199,luxury,1496.0
264,C1,0,192,4.51030683606377,4.51536646102472,4.43622150404595,224,250,11,business,723.0
265,C1,0,361,4.41978516968484,4.67935962135537,4.53162865023004,43,125,215,luxury,1399.0
266,C2,1,281,4.3490759086376,4.4377651995927,4.45453188304033,76,232,133,business,1076.0
267,C2,0,152,4.49958299890055,4.53524187751337,4.42150018740909,120,202,133,business,985.0
268,C2,0,330,4.35117059555202,4.59431493567819,4.46656808934918,90,178,2,standard,792.0
269,C1,0,276,4.44152232848962,4.30095074642261,4.44258593934045,186,170,97,standard,456.0
270,C2,1,281,4.46762194972873,4.5461995006476,4.52010738934517,115,199,137,standard,1020.0
271,C1,1,387,4.32520705549604,4.32340695248543,4.27687626515957,229,15,62,luxury,1406.0
272,C2,0,596,4.29069251062537,4.50574668546559,4.44736540531408,243,191,128,luxury,1648.0
273,C3,0,252,4.38598025589699,4.53064916498456,4.32947034402284,240,134,141,standard,598.0
274,C3,0,4,4.36311235540779,4.58208540931798,4.36635618056891,16,79,239,business,1042.0
275,C2,0,322,4.55211516725889,4.56020127818335,4.47010548317032,236,50,234,standard,851.0
276,C2,0,372,4.34463960695296,4.47816660737075,4.5585341691607,85,119,27,luxury,1513.0
277,C1,1,253,4.41552381328591,4.38474927371683,4.44816156790005,164,218,199,luxury,1396.0
278,C1,0,477,4.50366025317816,4.48256720173423,4.85271049003703,154,116,211,business,750.0
279,C2,0,91,4.28753669356199,4.45968693341252,4.29318823891573,103,40,16,standard,724.0
280,C3,0,472,4.23656762012112,4.42945989545175,4.76273521247131,40,163,233,business,879.0
281,C3,0,423,4.29470876542212,4.53339329039165,4.39302700684211,58,55,0,business,704.0
282,C1,0,469,4.52678828326166,4.44481719546358,4.22811077946647,107,135,103,standard,378.0
283,C2,0,93,4.28280516310239,4.78900090522797,4.39124185821218,200,174,142,standard,728.0
284,C1,0,236,4.2674328856737,4.50806165095818,4.46841866729364,104,213,41,business,416.0
285,C2,0,6,4.30124117316136,4.53234348591741,4.47878332096648,123,54,163,standard,898.0
286,C2,1,76,4.42735626535744,4.4112698420966,4.27636080683819,181,121,213,standard,942.0
287,C2,0,140,4.34243982174647,4.59042551323688,4.47955685014517,67,96,65,standard,667.0
288,C2,0,36,4.2614132214936,4.57383054475357,4.4458731319672,230,77,83,standard,896.0
289,C2,0,555,4.22914236782575,4.58422586778529,4.44175375757414,253,26,18,standard,657.0
290,C2,1,210,4.49709179966828,4.42923040748361,4.68474684887595,87,141,117,business,1407.0
291,C2,1,27,4.3588035814253,4.5194707310489,4.50586094849738,162,195,1,luxury,1682.0
292,C2,0,596,4.14854381690881,4.6742306781724,4.50193555240711,152,144,187,luxury,1581.0
293,C2,1,262,4.33397341918279,4.52531666831865,4.54554373504628,133,135,138,luxury,1830.0
294,C3,0,277,4.4094312929107,4.61410353054674,4.40132570314773,61,235,133,standard,559.0
295,C3,0,182,4.28617599306076,4.50368033346714,4.50582807566912,110,166,69,luxury,1468.0
296,C1,0,55,4.41936645441832,4.4873829097608,4.30844762884028,129,104,30,luxury,1219.0
297,C1,0,451,4.11446654010234,4.33252613501591,4.72864543301393,214,170,215,luxury,1093.0
